sampling_method,calibration_fraction,repeat,seed,n_calibration,n_test,baseline_mean_r2,calibrated_mean_r2,delta_mean_r2,baseline_mean_pcc,calibrated_mean_pcc,baseline_mean_ccc,calibrated_mean_ccc,baseline_mean_raw_mae,calibrated_mean_raw_mae,delta_mean_raw_mae
random,0.01,57,20260782,10,1029,-0.0932345206369,0.199513306255,0.292747826891,0.516833668646,0.516833668646,0.39677788875,0.442251258129,1177.04158258,996.888298398,-180.153284185
random,0.01,58,20260783,10,1029,-0.0836918508547,0.133747837826,0.217439688681,0.520544404363,0.520544404363,0.3999813539,0.419884930919,1175.721889,1037.87955332,-137.842335683
random,0.01,59,20260784,10,1029,-0.0868258970431,0.209824872848,0.296650769892,0.520030529987,0.520030529987,0.399158502381,0.44589705646,1176.32607169,983.296099422,-193.029972264
random,0.01,60,20260785,10,1029,-0.0847996586873,0.20507455169,0.289874210377,0.520204848936,0.520204848936,0.399562251587,0.445319373756,1175.98961229,971.870514816,-204.119097476
random,0.01,61,20260786,10,1029,-0.0814547315328,0.124407492176,0.205862223709,0.520544189661,0.520544189661,0.400331824444,0.423898883362,1175.22744703,1025.2365222,-149.990924824
random,0.01,62,20260787,10,1029,-0.0920056202203,0.227234442369,0.31924006259,0.517393876398,0.517393876398,0.397597936306,0.449839370725,1175.95947059,983.256171946,-192.703298644
random,0.01,63,20260788,10,1029,-0.0853705385753,0.233341613441,0.318712152016,0.519436872842,0.519436872842,0.399045699307,0.451593002703,1176.63314412,969.395647997,-207.237496121
random,0.01,64,20260789,10,1029,-0.086148346079,0.237123923308,0.323272269387,0.520227267057,0.520227267057,0.399755434299,0.451835471534,1176.81594643,968.503039487,-208.312906938
random,0.01,65,20260790,10,1029,-0.0901022669871,0.235234123484,0.325336390471,0.517902872139,0.517902872139,0.397900527728,0.45016525106,1176.79224637,982.748312554,-194.043933812
random,0.01,66,20260791,10,1029,-0.0879519199095,0.206151192663,0.294103112572,0.518684982263,0.518684982263,0.398223849903,0.4409912764,1176.09664522,989.167008972,-186.929636246
random,0.01,67,20260792,10,1029,-0.086176147412,0.217124893199,0.303301040611,0.519806572553,0.519806572553,0.399610033037,0.447796630016,1176.67985463,980.849729255,-195.830125375
random,0.01,68,20260793,10,1029,-0.0885749156774,0.18529792551,0.273872841188,0.519771458075,0.519771458075,0.398684067506,0.436588173822,1176.61295259,1028.08575971,-148.527192879
random,0.01,69,20260794,10,1029,-0.0870524547576,0.234359370755,0.321411825513,0.519243590563,0.519243590563,0.398795845757,0.451774237832,1178.30694233,976.236524742,-202.070417588
random,0.01,70,20260795,10,1029,-0.084773554046,0.235883173891,0.320656727938,0.520664696789,0.520664696789,0.399910861278,0.452160525625,1176.3987734,972.62317969,-203.775593711
random,0.01,71,20260796,10,1029,-0.0856886952964,0.22969955746,0.315388252756,0.519954768272,0.519954768272,0.399393758897,0.450984058834,1176.99401937,972.11724639,-204.876772976
random,0.01,72,20260797,10,1029,-0.0866324212245,0.226352912326,0.312985333551,0.519746006938,0.519746006938,0.399123161702,0.449700766881,1175.8658482,973.766669066,-202.099179138
random,0.01,73,20260798,10,1029,-0.0847219303645,0.204413602071,0.289135532436,0.520129369037,0.520129369037,0.399611185943,0.447079668214,1176.14004168,983.805930092,-192.334111586
random,0.01,74,20260799,10,1029,-0.0865235836884,0.233335507341,0.319859091029,0.51894805889,0.51894805889,0.398591197352,0.450023499543,1176.20194735,979.320662991,-196.88128436
random,0.01,75,20260800,10,1029,-0.0860042939942,0.215508705335,0.301512999329,0.519998474169,0.519998474169,0.399732140289,0.445653317518,1176.42321225,970.694736865,-205.728475381
random,0.01,76,20260801,10,1029,-0.0913266560585,0.200440973671,0.29176762973,0.518561725703,0.518561725703,0.397869849712,0.4395349934,1175.9881011,1014.81634714,-161.171753955
random,0.01,77,20260802,10,1029,-0.0867858437528,0.218934443227,0.30572028698,0.51966246282,0.51966246282,0.398934396489,0.44666105238,1174.92547622,992.021569834,-182.903906386
random,0.01,78,20260803,10,1029,-0.0843601205363,0.194583298415,0.278943418951,0.520010887744,0.520010887744,0.399632575157,0.44286877409,1176.3176411,983.486525591,-192.831115508
random,0.01,79,20260804,10,1029,-0.0855418209746,0.225581720275,0.31112354125,0.519424180027,0.519424180027,0.399156627817,0.447350059803,1176.70841417,976.159305123,-200.54910905
random,0.01,80,20260805,10,1029,-0.0844364310807,0.15005875311,0.23449518419,0.521111671529,0.521111671529,0.400176293056,0.427190026124,1174.00874735,1029.06295261,-144.945794737
random,0.01,81,20260806,10,1029,-0.0972316362539,0.178997960459,0.276229596713,0.515574100903,0.515574100903,0.395698310648,0.434165521723,1175.73112482,1022.61287755,-153.118247267
random,0.01,82,20260807,10,1029,-0.0867989989356,0.221479844227,0.308278843162,0.51949921049,0.51949921049,0.399038680943,0.4530325149,1176.03347055,978.753898644,-197.279571911
random,0.01,83,20260808,10,1029,-0.090936688942,0.222778119572,0.313714808514,0.517784751964,0.517784751964,0.397732492227,0.447239492706,1176.56532237,993.462509799,-183.102812572
random,0.01,84,20260809,10,1029,-0.0840431858337,0.184850303582,0.268893489415,0.519906281333,0.519906281333,0.399746987053,0.439613735636,1175.56430582,1008.65083957,-166.913466249
random,0.01,85,20260810,10,1029,-0.0873827362353,0.194541499149,0.281924235384,0.519359947893,0.519359947893,0.398591806541,0.442622540476,1176.33582995,996.847784117,-179.488045829
random,0.01,86,20260811,10,1029,-0.0888907028295,0.2016400311,0.290530733929,0.520356230928,0.520356230928,0.399488931116,0.449206393616,1175.46761675,1003.90451963,-171.563097119
random,0.01,87,20260812,10,1029,-0.0855051373759,0.188175430323,0.273680567699,0.519512826487,0.519512826487,0.399197127155,0.441394468485,1177.28350651,1013.55585812,-163.727648389
random,0.01,88,20260813,10,1029,-0.0875501298228,0.165008473165,0.252558602988,0.520756688733,0.520756688733,0.399486059274,0.435013916999,1176.12415659,1011.7437468,-164.380409786
random,0.01,89,20260814,10,1029,-0.0900397043572,0.193723957712,0.283763662069,0.51986279212,0.51986279212,0.39947143351,0.44155323538,1175.18390421,1001.70404002,-173.479864185
random,0.01,90,20260815,10,1029,-0.0833302872133,0.201801797726,0.28513208494,0.520406725291,0.520406725291,0.399900364328,0.443242727034,1176.07081164,977.936693476,-198.134118161
random,0.01,91,20260816,10,1029,-0.0915932919404,0.212333672201,0.303926964141,0.519960182545,0.519960182545,0.399115182634,0.446800324647,1175.47701323,994.643640411,-180.833372823
random,0.01,92,20260817,10,1029,-0.0886517018195,0.235386368898,0.324038070718,0.519298920432,0.519298920432,0.398685728218,0.451283317757,1175.8183925,970.306070763,-205.512321736
random,0.01,93,20260818,10,1029,-0.0872493775653,0.219083699952,0.306333077517,0.519871109916,0.519871109916,0.399327379894,0.44737709326,1177.04513494,984.681128974,-192.36400597
random,0.01,94,20260819,10,1029,-0.0847970577621,0.185553129968,0.27035018773,0.519406102858,0.519406102858,0.399133561732,0.441430815891,1175.3659294,998.397536344,-176.968393059
random,0.01,95,20260820,10,1029,-0.0862089278181,0.218435374795,0.304644302613,0.518907099626,0.518907099626,0.398783825718,0.446248109682,1176.38860521,978.290286636,-198.098318577
random,0.01,96,20260821,10,1029,-0.0877791740439,0.203501363907,0.291280537951,0.519391724289,0.519391724289,0.398632463699,0.446486173669,1177.15744594,984.499780768,-192.657665171
random,0.01,97,20260822,10,1029,-0.0844030930148,0.14037360869,0.224776701705,0.520399486929,0.520399486929,0.399878928926,0.426449152067,1175.97450868,1026.71664507,-149.257863604
random,0.01,98,20260823,10,1029,-0.0857952879346,0.213697729228,0.299493017163,0.519891134102,0.519891134102,0.399708644111,0.448175536421,1176.29599584,981.917476663,-194.378519181
random,0.01,99,20260824,10,1029,-0.0959869469279,0.171338292672,0.2673252396,0.516059343187,0.516059343187,0.395765099205,0.43322862455,1176.58185095,1030.5709355,-146.010915449
random,0.01,100,20260825,10,1029,-0.0876973644849,0.243198319784,0.330895684269,0.518894168266,0.518894168266,0.398466652277,0.45264513073,1177.09741306,969.411403102,-207.686009961
random,0.01,101,20260826,10,1029,-0.0935002798748,0.220536816271,0.314037096146,0.51601110258,0.51601110258,0.395835390274,0.44603029869,1177.06130892,975.533774342,-201.527534574
random,0.01,102,20260827,10,1029,-0.0893124799708,0.218074967919,0.30738744789,0.519658064309,0.519658064309,0.398943434523,0.447064747108,1176.47722723,981.887260868,-194.589966366
random,0.01,103,20260828,10,1029,-0.0865517572511,0.172219437068,0.258771194319,0.518769649351,0.518769649351,0.398770147703,0.432555878806,1174.84470391,1034.78050233,-140.06420158
random,0.01,104,20260829,10,1029,-0.086982679104,0.208932444123,0.295915123227,0.518833173203,0.518833173203,0.398397777541,0.446873150127,1176.13148902,1006.51407585,-169.617413169
random,0.01,105,20260830,10,1029,-0.0883687432769,0.184519879542,0.272888622819,0.51911838982,0.51911838982,0.398344461971,0.442975302027,1177.47872169,989.528751551,-187.949970137
random,0.01,106,20260831,10,1029,-0.0893733946156,0.217947115445,0.307320510061,0.51840399549,0.51840399549,0.397439005538,0.447431528047,1176.97998245,1006.25194989,-170.728032559
random,0.01,107,20260832,10,1029,-0.0856224083062,0.186996827341,0.272619235647,0.519918466278,0.519918466278,0.399589175612,0.4397076644,1176.21689736,995.696951543,-180.519945818
random,0.01,108,20260833,10,1029,-0.092397505559,0.227875528821,0.32027303438,0.517464700424,0.517464700424,0.397586675795,0.448401209041,1176.21536178,991.396783135,-184.818578646
random,0.01,109,20260834,10,1029,-0.0867309115674,0.220517949865,0.307248861433,0.520262340717,0.520262340717,0.399296331387,0.448044967089,1177.35146447,980.976746822,-196.374717647
random,0.01,110,20260835,10,1029,-0.0888686599138,0.211155616943,0.300024276857,0.518875789565,0.518875789565,0.398241071085,0.445088303148,1176.03485896,989.406582152,-186.628276804
random,0.01,111,20260836,10,1029,-0.0878405312575,0.237585071412,0.325425602669,0.519777848356,0.519777848356,0.399108915108,0.452399303936,1176.43329554,968.530786638,-207.902508905
random,0.01,112,20260837,10,1029,-0.0859365187786,0.234708483539,0.320645002318,0.519966676876,0.519966676876,0.398789445002,0.451909172735,1177.09001344,969.776563312,-207.313450123
random,0.01,113,20260838,10,1029,-0.0845778985705,0.214948909813,0.299526808383,0.520192621672,0.520192621672,0.399545368027,0.448690597307,1176.56416318,969.320948836,-207.243214342
random,0.01,114,20260839,10,1029,-0.0876675347291,0.222614439844,0.310281974573,0.519593208317,0.519593208317,0.399281632435,0.451699502878,1177.08420679,982.408278195,-194.675928591
random,0.01,115,20260840,10,1029,-0.0848410960445,0.218506936571,0.303348032615,0.520048639848,0.520048639848,0.399850016198,0.449461235771,1177.18749891,963.410140971,-213.777357936
random,0.01,116,20260841,10,1029,-0.0837766033006,0.19243195667,0.27620855997,0.520253777865,0.520253777865,0.399925729798,0.438779767293,1176.3916171,991.659840032,-184.731777071
random,0.01,117,20260842,10,1029,-0.084163390133,0.177651921122,0.261815311255,0.520360372998,0.520360372998,0.39988072688,0.437661665233,1174.59164438,1006.95198865,-167.639655728
random,0.01,118,20260843,10,1029,-0.0836362974025,0.161575065026,0.245211362428,0.519737527309,0.519737527309,0.399434328054,0.440478446726,1176.47196648,1001.43968442,-175.032282065
random,0.01,119,20260844,10,1029,-0.0836425373073,0.195596974066,0.279239511373,0.520557127161,0.520557127161,0.399793287428,0.445359687698,1174.8695077,990.824242055,-184.045265644
random,0.01,120,20260845,10,1029,-0.0830990049387,0.190046663565,0.273145668504,0.521381059561,0.521381059561,0.40044990694,0.440854498625,1175.59371686,976.71017893,-198.883537925
random,0.01,121,20260846,10,1029,-0.0843685782203,0.228619591232,0.312988169453,0.519767480825,0.519767480825,0.398844386943,0.45087836301,1175.03113714,962.294150151,-212.736986985
random,0.01,122,20260847,10,1029,-0.0928628692296,0.173106662375,0.265969531605,0.518079850511,0.518079850511,0.397424219032,0.438608587441,1176.13926369,1010.97321978,-165.166043916
random,0.01,123,20260848,10,1029,-0.087663690083,0.226326241144,0.313989931227,0.519478625716,0.519478625716,0.398860497185,0.450665580079,1177.11411858,973.726260564,-203.387858016
random,0.01,124,20260849,10,1029,-0.090398559782,0.206409030354,0.296807590137,0.518954391608,0.518954391608,0.398684232572,0.444786738357,1176.13989188,998.763202486,-177.376689398
random,0.01,125,20260850,10,1029,-0.0860593842505,0.217809839994,0.303869224244,0.520223579062,0.520223579062,0.39933140755,0.449622599937,1175.92822458,968.451644732,-207.476579845
random,0.01,126,20260851,10,1029,-0.0868145594941,0.204391889508,0.291206449002,0.520686216622,0.520686216622,0.40017376629,0.446886852677,1175.09256386,969.987834334,-205.104729523
random,0.01,127,20260852,10,1029,-0.0839176555906,0.165759319391,0.249676974982,0.520954421612,0.520954421612,0.400054328377,0.433282122083,1175.12362029,1016.9889785,-158.13464179
random,0.01,128,20260853,10,1029,-0.0930470455423,0.0634884874966,0.156535533039,0.520563998634,0.520563998634,0.399369284662,0.420998803979,1174.72833716,1104.14075452,-70.5875826457
random,0.01,129,20260854,10,1029,-0.0846369950265,0.153955922593,0.23859291762,0.519896577501,0.519896577501,0.39949464034,0.430828128273,1175.49831008,1032.25114138,-143.247168698
random,0.01,130,20260855,10,1029,-0.0844509935849,0.215471036645,0.29992203023,0.5200876222,0.5200876222,0.399670293451,0.449397982741,1175.76929983,970.158011314,-205.611288519
random,0.01,131,20260856,10,1029,-0.0845743960065,0.191952328919,0.276526724925,0.519812521664,0.519812521664,0.399468230862,0.43879458841,1176.23137465,991.949373874,-184.282000773
random,0.01,132,20260857,10,1029,-0.0930468238031,0.181997804521,0.275044628324,0.518752927197,0.518752927197,0.398033581182,0.435701848564,1176.06278927,1025.97152825,-150.091261012
random,0.01,133,20260858,10,1029,-0.0868736892031,0.210312007467,0.29718569667,0.519400271744,0.519400271744,0.398860187055,0.445829425837,1176.14451865,985.174078675,-190.97043998
random,0.01,134,20260859,10,1029,-0.0899060178504,0.175147461029,0.265053478879,0.518796801652,0.518796801652,0.398058267406,0.437081728596,1177.3398163,1007.8632305,-169.476585805
random,0.01,135,20260860,10,1029,-0.0859465337875,0.210870639163,0.29681717295,0.519522896201,0.519522896201,0.399146516252,0.449423333966,1176.59263033,985.071223583,-191.521406747
random,0.01,136,20260861,10,1029,-0.0858025316339,0.223992256613,0.309794788247,0.520463444616,0.520463444616,0.399911997795,0.448291424779,1175.46446304,970.786357192,-204.678105846
random,0.01,137,20260862,10,1029,-0.0880763752796,0.192031967701,0.280108342981,0.520747844672,0.520747844672,0.399773396249,0.444334317659,1174.75614495,1016.61813728,-158.138007667
random,0.01,138,20260863,10,1029,-0.0851807993838,0.1829388848,0.268119684183,0.521303950481,0.521303950481,0.400503770398,0.441124531112,1175.40599233,1014.28115382,-161.124838508
random,0.01,139,20260864,10,1029,-0.0842656076402,0.149498099299,0.233763706939,0.51997754606,0.51997754606,0.399703127298,0.425484910046,1175.50934066,1027.20066684,-148.308673818
random,0.01,140,20260865,10,1029,-0.0894688426258,0.212298935679,0.301767778305,0.518339645902,0.518339645902,0.398375147563,0.44470863178,1176.48467996,998.556900895,-177.927779063
random,0.01,141,20260866,10,1029,-0.0883563717898,0.203866838513,0.292223210303,0.520620487535,0.520620487535,0.399971337679,0.4433785803,1175.8987821,989.70910452,-186.189677584
random,0.01,142,20260867,10,1029,-0.0935237879891,0.0170488854202,0.110572673409,0.520722487858,0.520722487858,0.400135659413,0.407035032758,1174.61815089,1148.82341635,-25.7947345404
random,0.01,143,20260868,10,1029,-0.0865859450878,0.203902416331,0.290488361418,0.520240415796,0.520240415796,0.399645212415,0.446289613351,1176.14564225,996.61521943,-179.530422822
random,0.01,144,20260869,10,1029,-0.0860423817613,0.186324919679,0.27236730144,0.519750307981,0.519750307981,0.399257849642,0.43699190478,1175.76448736,1004.66280344,-171.101683919
random,0.01,145,20260870,10,1029,-0.0849085077323,0.217088781222,0.301997288955,0.519806152591,0.519806152591,0.399670190566,0.448731137974,1176.53541853,975.012904796,-201.522513734
random,0.01,146,20260871,10,1029,-0.0864453958331,0.220680846785,0.307126242618,0.52039705747,0.52039705747,0.399555696738,0.448056225684,1175.47309004,989.213302366,-186.259787669
random,0.01,147,20260872,10,1029,-0.0883021457249,0.206507147579,0.294809293304,0.519277962477,0.519277962477,0.398952996362,0.444652131627,1176.76727357,1003.42096454,-173.346309036
random,0.01,148,20260873,10,1029,-0.0860201723856,0.213489900664,0.299510073049,0.520011527728,0.520011527728,0.399569462806,0.446145674426,1175.91564976,998.148184054,-177.767465709
random,0.01,149,20260874,10,1029,-0.0840607826127,0.190352409318,0.274413191931,0.520069458632,0.520069458632,0.399695548631,0.438144932492,1176.31136121,992.661967819,-183.649393395
random,0.01,150,20260875,10,1029,-0.0872707443359,0.20260392743,0.289874671766,0.520303304199,0.520303304199,0.399574311834,0.442639519039,1175.29196364,1001.48070546,-173.811258179
random,0.01,151,20260876,10,1029,-0.0869073820598,0.200594959919,0.287502341979,0.519264320189,0.519264320189,0.39857227429,0.442112482925,1176.32687887,1006.39853906,-169.928339819
random,0.01,152,20260877,10,1029,-0.0871542151676,0.198585062419,0.285739277586,0.519820840647,0.519820840647,0.399039384365,0.443962187628,1175.59986271,992.329381017,-183.270481689
random,0.01,153,20260878,10,1029,-0.0907213129483,0.191515238401,0.282236551349,0.520763515774,0.520763515774,0.399522548552,0.440392283084,1175.38875214,1009.78704078,-165.601711365
random,0.01,154,20260879,10,1029,-0.0956835305853,0.0979222449997,0.193605775585,0.519649036716,0.519649036716,0.399001105305,0.425830035603,1176.331951,1073.62760201,-102.70434899
random,0.01,155,20260880,10,1029,-0.0930517604707,0.17551490827,0.268566668741,0.518620204177,0.518620204177,0.397591821668,0.432411700921,1176.18447234,1035.06059277,-141.123879569
random,0.01,156,20260881,10,1029,-0.0875702847895,0.230541661435,0.318111946224,0.519460359653,0.519460359653,0.3991731148,0.450766920097,1176.31809271,986.073840137,-190.244252571
random,0.01,157,20260882,10,1029,-0.0883558548589,0.211688778391,0.30004463325,0.518528754413,0.518528754413,0.398106830571,0.442726308146,1177.1385547,981.833147538,-195.305407163
random,0.01,158,20260883,10,1029,-0.0874124087783,0.183279615478,0.270692024257,0.519837811347,0.519837811347,0.399109295754,0.436914344617,1176.14532374,1007.61645807,-168.52886567
random,0.01,159,20260884,10,1029,-0.0942100564871,0.176785437056,0.270995493543,0.516505661587,0.516505661587,0.396042077162,0.431411242333,1176.19103012,1040.33917095,-135.851859176
random,0.01,160,20260885,10,1029,-0.087103393463,0.203901511457,0.29100490492,0.519952808183,0.519952808183,0.399627079821,0.446060463241,1175.79780341,1009.44430133,-166.353502084
random,0.01,161,20260886,10,1029,-0.0863554441943,0.223544453741,0.309899897936,0.519099934404,0.519099934404,0.398459661798,0.446561936875,1176.25755418,988.995174284,-187.2623799
random,0.01,162,20260887,10,1029,-0.085540949598,0.212750425024,0.298291374622,0.520546284446,0.520546284446,0.399921152703,0.448648887885,1175.78237921,988.875141676,-186.907237533
random,0.01,163,20260888,10,1029,-0.0873352681387,0.223355637526,0.310690905665,0.519826787715,0.519826787715,0.398911059129,0.44787115582,1176.45194355,986.144008871,-190.307934681
random,0.01,164,20260889,10,1029,-0.0879631009254,0.220539130021,0.308502230947,0.520003515402,0.520003515402,0.399211030525,0.448271743845,1176.20432025,972.507533762,-203.696786492
random,0.01,165,20260890,10,1029,-0.0845787857913,0.20634174574,0.290920531531,0.520203266737,0.520203266737,0.399717726869,0.446856183452,1175.87195144,988.697477889,-187.174473553
random,0.01,166,20260891,10,1029,-0.0851710000223,0.217668024476,0.302839024498,0.519778743012,0.519778743012,0.399276016355,0.446696768901,1176.51254683,977.75952822,-198.753018609
random,0.01,167,20260892,10,1029,-0.0963548206938,0.133910682309,0.230265503003,0.517679450594,0.517679450594,0.397132180406,0.431795915014,1175.88115146,1054.33094087,-121.550210593
random,0.01,168,20260893,10,1029,-0.0903057985514,0.160859549774,0.251165348325,0.517667796,0.517667796,0.397779511459,0.435881070578,1175.48265741,1050.65134161,-124.831315802
random,0.01,169,20260894,10,1029,-0.0883109342782,0.200468691943,0.288779626221,0.519164814562,0.519164814562,0.39843250359,0.445221091291,1177.52684406,990.646448771,-186.880395284
random,0.01,170,20260895,10,1029,-0.0885452532881,0.173339133752,0.261884387041,0.519087157563,0.519087157563,0.398286792127,0.435302370885,1176.44871456,1005.48841464,-170.960299923
random,0.01,171,20260896,10,1029,-0.0898610976869,0.180402980312,0.270264077999,0.519036968183,0.519036968183,0.398339799073,0.440116491895,1176.30899821,1011.55158151,-164.757416702
random,0.01,172,20260897,10,1029,-0.0848820787966,0.197907512566,0.282789591363,0.519906059965,0.519906059965,0.399595824308,0.441822691346,1176.10885003,1002.70142683,-173.407423202
random,0.01,173,20260898,10,1029,-0.0818908094971,0.117728930346,0.199619739843,0.521474944346,0.521474944346,0.400447619114,0.423563760654,1175.07944853,1042.86700288,-132.212445646
random,0.01,174,20260899,10,1029,-0.0883215403961,0.191813375442,0.280134915838,0.518460013483,0.518460013483,0.398505842969,0.439540392972,1175.78939407,985.015919627,-190.773474443
random,0.01,175,20260900,10,1029,-0.0877739763736,0.234530076635,0.322304053009,0.518916765888,0.518916765888,0.398450200044,0.450982638326,1177.6389033,959.109524639,-218.529378658
random,0.01,176,20260901,10,1029,-0.0840575349736,0.240242423644,0.324299958618,0.520596954648,0.520596954648,0.399998341101,0.453921047401,1176.32758166,961.686409873,-214.641171785
random,0.01,177,20260902,10,1029,-0.0907294233939,0.193699586134,0.284429009528,0.518235638574,0.518235638574,0.397396291531,0.441357007985,1177.1388344,996.820313822,-180.318520582
random,0.01,178,20260903,10,1029,-0.0860164800074,0.203128596615,0.289145076622,0.520520675974,0.520520675974,0.399830470593,0.447166697853,1176.19583817,983.638632715,-192.557205456
random,0.01,179,20260904,10,1029,-0.0903800531418,0.116974488945,0.207354542087,0.518574643961,0.518574643961,0.397706763783,0.419429537761,1175.84946422,1086.18783947,-89.661624747
random,0.01,180,20260905,10,1029,-0.0867149834242,0.245532448145,0.332247431569,0.518949685302,0.518949685302,0.398512679397,0.455149433963,1177.24228425,962.707629386,-214.534654863
random,0.01,181,20260906,10,1029,-0.0863785365245,0.197271834304,0.283650370828,0.519950581971,0.519950581971,0.399298039131,0.444453908169,1176.23410837,1018.94258763,-157.291520737
random,0.01,182,20260907,10,1029,-0.0864149734869,0.209882506068,0.296297479555,0.519168244742,0.519168244742,0.398964596198,0.442518865248,1175.77547191,982.43089728,-193.344574628
random,0.01,183,20260908,10,1029,-0.0879727009457,0.187166359795,0.275139060741,0.519405773459,0.519405773459,0.398706781291,0.44060594988,1176.33582718,1010.44049489,-165.895332281
random,0.01,184,20260909,10,1029,-0.0889355750693,0.194034973366,0.282970548435,0.518329873993,0.518329873993,0.397742999844,0.444394284527,1175.64452727,981.943889906,-193.700637368
random,0.01,185,20260910,10,1029,-0.0980547311657,0.184474230144,0.282528961309,0.515871306392,0.515871306392,0.395821564273,0.439495030923,1176.36648036,1018.60255516,-157.763925205
random,0.01,186,20260911,10,1029,-0.0902578947827,0.217790024006,0.308047918789,0.517631611148,0.517631611148,0.397527439219,0.444567551347,1176.81111598,978.174336884,-198.636779098
random,0.01,187,20260912,10,1029,-0.0857573970865,0.223762363207,0.309519760293,0.520260048911,0.520260048911,0.399261346407,0.450164258278,1176.77944354,978.128769837,-198.650673699
random,0.01,188,20260913,10,1029,-0.0941981687244,0.157744728389,0.251942897114,0.517443040861,0.517443040861,0.397210926717,0.427174464016,1175.38570747,1049.72594239,-125.659765081
random,0.01,189,20260914,10,1029,-0.0886603163275,0.211939979594,0.300600295922,0.519666690656,0.519666690656,0.399070818683,0.445174619918,1176.90121087,996.722121219,-180.17908965
random,0.01,190,20260915,10,1029,-0.0889658685735,0.199925227692,0.288891096266,0.519612618422,0.519612618422,0.398524158494,0.440495363549,1176.39571925,1008.29987661,-168.095842647
random,0.01,191,20260916,10,1029,-0.0865796083407,0.210746844833,0.297326453173,0.518899870985,0.518899870985,0.398612559191,0.444747968978,1176.49824917,991.989756433,-184.508492733
random,0.01,192,20260917,10,1029,-0.0856259957784,0.149387193247,0.235013189026,0.52027701498,0.52027701498,0.399551008901,0.430046244115,1176.11020813,1033.17232374,-142.937884386
random,0.01,193,20260918,10,1029,-0.0856845304596,0.221701776515,0.307386306974,0.519853834188,0.519853834188,0.399133382902,0.45108429561,1177.59336404,977.994212409,-199.599151631
random,0.01,194,20260919,10,1029,-0.0822821344109,0.0951883864781,0.177470520889,0.520711905516,0.520711905516,0.400294846215,0.414925911142,1175.77593589,1048.9807578,-126.795178091
random,0.01,195,20260920,10,1029,-0.0851866748326,0.214537521566,0.299724196399,0.520152773865,0.520152773865,0.399669078766,0.445906596373,1176.18522234,987.217962232,-188.967260108
random,0.01,196,20260921,10,1029,-0.0856554796216,0.207906965028,0.29356244465,0.520274466566,0.520274466566,0.399738296458,0.446898394421,1175.08007782,996.583989964,-178.496087858
random,0.01,197,20260922,10,1029,-0.0866692004336,0.180189301868,0.266858502302,0.519035489327,0.519035489327,0.398653889234,0.438477743431,1175.9459492,1000.644076,-175.301873205
random,0.01,198,20260923,10,1029,-0.0856199229626,0.21729190295,0.302911825913,0.520470320852,0.520470320852,0.399525145534,0.447951367898,1176.35623964,999.644735835,-176.711503808
random,0.01,199,20260924,10,1029,-0.088406859724,0.189821210071,0.278228069795,0.519094814024,0.519094814024,0.398774029864,0.437812327254,1176.02438221,998.622659042,-177.401723169
random,0.02,0,20260725,21,1018,-0.0962022802391,0.231602172855,0.327804453094,0.515966252066,0.515966252066,0.395147586109,0.449557690001,1177.54933658,973.701322507,-203.848014072
random,0.02,1,20260726,21,1018,-0.0878357395975,0.25081690094,0.338652640537,0.520539176974,0.520539176974,0.399808617135,0.457315519226,1176.21925358,964.986122013,-211.233131568
random,0.02,2,20260727,21,1018,-0.0840798749558,0.226035025744,0.310114900699,0.520102407446,0.520102407446,0.399142253494,0.450684808302,1177.12143428,970.611266997,-206.51016728
random,0.02,3,20260728,21,1018,-0.0910316452448,0.233847856149,0.324879501394,0.517421885442,0.517421885442,0.397366847128,0.449710793158,1176.79106138,981.957287479,-194.833773904
random,0.02,4,20260729,21,1018,-0.0889319240433,0.227979164211,0.316911088254,0.519879436638,0.519879436638,0.398917663873,0.450406511044,1176.64097501,984.552953476,-192.088021533
random,0.02,5,20260730,21,1018,-0.0884541063628,0.235214806246,0.323668912609,0.517745475208,0.517745475208,0.398154504913,0.451126758266,1176.73637737,964.856109958,-211.880267413
random,0.02,6,20260731,21,1018,-0.0815813641421,0.233333643403,0.314915007545,0.520926944375,0.520926944375,0.400134304228,0.454260207529,1176.77637138,964.294008478,-212.482362901
random,0.02,7,20260732,21,1018,-0.088201954363,0.24329031654,0.331492270903,0.51821996394,0.51821996394,0.398385547397,0.453796398233,1174.59509818,955.075852552,-219.519245626
random,0.02,8,20260733,21,1018,-0.0917768491038,0.22447526795,0.316252117054,0.519773346708,0.519773346708,0.39844752402,0.447404020379,1175.61381093,984.245267597,-191.368543332
random,0.02,9,20260734,21,1018,-0.0851439475294,0.25091835701,0.33606230454,0.519934528108,0.519934528108,0.398838318822,0.456352055402,1177.73984956,958.374192435,-219.365657126
random,0.02,10,20260735,21,1018,-0.0877347957092,0.251830299648,0.339565095357,0.519650825417,0.519650825417,0.399297678303,0.45719407602,1177.71882243,954.5643367,-223.154485727
random,0.02,11,20260736,21,1018,-0.0832317226175,0.250593828755,0.333825551372,0.519939628712,0.519939628712,0.399811357193,0.455961532066,1177.39655998,952.591293738,-224.805266246
random,0.02,12,20260737,21,1018,-0.096645277962,0.210144717093,0.306789995055,0.51868982552,0.51868982552,0.397986748832,0.444952572831,1176.29505306,1000.94493545,-175.35011761
